filename,affinity_qvina
ligand_1648.log,-4.0
ligand_203.log,-2.5
ligand_1721.log,-2.9
ligand_198.log,-5.6
ligand_1785.log,-5.8
ligand_1855.log,-8.1
ligand_1582.log,3.1
ligand_1728.log,2.2
ligand_2044.log,0.2
ligand_1856.log,-7.9
ligand_1649.log,-3.4
ligand_1914.log,-3.3
ligand_1990.log,21.5
ligand_178.log,-9.2
ligand_1850.log,4.6
ligand_2040.log,-1.0
ligand_1790.log,0.1
ligand_172.log,-10.6
ligand_1579.log,5.5
ligand_1913.log,-3.5
ligand_1727.log,-1.2
ligand_1647.log,-0.5
ligand_1584.log,6.6
ligand_1859.log,2.9
ligand_1794.log,-6.7
ligand_1918.log,-6.6
ligand_1724.log,-3.3
ligand_1991.log,22.1
ligand_1800.log,-6.8
ligand_2047.log,-8.6
ligand_1849.log,-0.3
ligand_1791.log,0.1
ligand_1585.log,5.3
ligand_1905.log,88.8
ligand_1651.log,-8.4
ligand_2048.log,-8.4
ligand_1731.log,2.3
ligand_2050.log,-5.1
ligand_1995.log,31.1
ligand_164.log,-1.6
ligand_1587.log,0.5
ligand_2052.log,-3.6
ligand_1858.log,-0.3
ligand_1793.log,-7.3
ligand_1732.log,3.1
ligand_204.log,-9.3
ligand_1792.log,-0.9
ligand_2049.log,-2.7
ligand_1581.log,7.0
ligand_185.log,-7.5
ligand_2054.log,-4.7
ligand_1659.log,-7.3
ligand_1736.log,2.4
ligand_2055.log,-8.4
ligand_1588.log,5.3
ligand_1797.log,-6.6
ligand_2053.log,-0.1
ligand_1909.log,-3.0
ligand_173.log,-8.1
ligand_1861.log,-1.4
ligand_1656.log,-1.0
ligand_179.log,-6.5
ligand_205.log,-5.7
ligand_1739.log,3.9
ligand_158.log,-1.2
ligand_1992.log,51.3
ligand_17.log,-5.7
ligand_1866.log,-6.6
ligand_1908.log,62.0
ligand_1650.log,-3.8
ligand_2051.log,-1.8
ligand_2066.log,-6.7
ligand_1738.log,2.5
ligand_1863.log,-1.9
ligand_15.log,-4.5
ligand_1799.log,-7.1
ligand_1798.log,-6.4
ligand_1864.log,8.1
ligand_1737.log,2.3
ligand_1654.log,-3.1
ligand_1993.log,40.8
ligand_1801.log,-6.7
ligand_159.log,-0.5
ligand_2064.log,-3.2
ligand_1862.log,2.2
